id,name,brand_id,year,fuel,price
4797,Tuono 125   (2003-2006),52,2004,2,10528
4798,Tuono 50   (2003-2006),52,2004,2,2631
4799,Arrecife 125   (2003-2008),52,2005,2,5555
4800,Arrecife 200   (2003-2006),52,2005,2,2054
4801,Arrecife 250   (2004-2008),52,2005,2,10844
4802,Arrecife 500   (2002-2008),52,2005,2,7488
4803,Arrecife 500 Sprint   (2005-2006),52,2005,2,2411
4804,Compay 125   (2001-2008),52,2005,2,9519
4805,Compay Custom   (2002-2008),52,2005,2,6050
4806,ETV 1000 Caponord   (2001-2009),52,2005,2,10593
4807,ETV Caponord Rally   (2003-2008),52,2005,2,9569
4808,FALCO 1000   (1999-2009),52,2005,2,3438
4809,Leonardo 150   (1998-2006),52,2005,2,10884
4810,Leonardo 250   (1999-2006),52,2005,2,1538
4811,Mojito  150 (2004-2009),52,2005,2,7041
4812,Moto 6.5   (1997-2008),52,2005,2,3059
4813,MX 50   (2001-2008),52,2005,2,3635
4814,Pegaso 650   (1997-2008),52,2005,2,2787
4815,Pegaso 650 ie   (2001-2008),52,2005,2,4625
4816,Pegaso 650 Tibet   (2003-2008),52,2005,2,4537
4817,RS 125   (2001-2007),52,2005,2,7939
4818,RS 250   (2001-2006),52,2005,2,4127
4819,RS 50   (1999-2007),52,2005,2,10830
4820,RS 50 Extrema   (1997-2006),52,2005,2,6331
4821,RST 1000 Futura   (2001-2006),52,2005,2,5680
4822,RSV 1000 R   (2004-2006),52,2005,2,6162
4823,RSV 1000 R Factory   (2004-2007),52,2005,2,6059
4824,RSV Mille R   (2002-2008),52,2005,2,7309
4825,RSV Mille Tuono   (2003-2006),52,2005,2,2966
4826,RSV Mille Tuono Racing   (2003-2006),52,2005,2,5483
4827,RX 50   (1997-2007),52,2005,2,9004
4828,Scarabeo 100   (2000-2006),52,2005,2,1900
4829,Scarabeo 100 4T   (2001-2009),52,2005,2,1759
4830,Scarabeo 125   (1999-2008),52,2005,2,5736
4831,Scarabeo 200   (2001-2009),52,2005,2,8902
4832,Scarabeo 250   (2004-2008),52,2005,2,3347
4833,Scarabeo 50   (2005-2008),52,2005,2,7692
4834,Scarabeo 500   (2003-2008),52,2005,2,7386
4835,Scarabeo 70   (1997-2008),52,2005,2,7704
4836,Scarabeo Street   (1997-2005),52,2005,2,9184
4837,SL 1000 Falco   (2000-2006),52,2005,2,2209
4838,Sonic 50   (1998-2007),52,2005,2,9209
4839,Sonic 50 GP   (1998-2007),52,2005,2,10265
4840,Sportcity 125   (2004-2009),52,2005,2,3920
4841,Sportcity 200   (2004-2010),52,2005,2,6455
4842,Sportcity 250   (2000-2009),52,2005,2,3786
4843,SR 50   (1997-2007),52,2005,2,4487
4844,SR 50 LC Netscaper   (1997-2006),52,2005,2,10254
4845,SR 50 LC Racing   (1997-2006),52,2005,2,3244
4846,SR 50 LC Stealth   (1997-2006),52,2005,2,9758
4847,SR 50 R   (2005-2009),52,2005,2,3293
4848,SR 50 R Factory   (2005-2010),52,2005,2,8778
4849,Tuono 1000 R   (2004-2010),52,2005,2,9663
4850,Tuono 1000 R Factory   (2004-2010),52,2005,2,7047
4851,Tuono 125   (2003-2006),52,2005,2,8119
4852,Tuono 50   (2003-2006),52,2005,2,2062
4853,Arrecife 125   (2003-2008),52,2006,2,4517
4854,Arrecife 200   (2003-2006),52,2006,2,10525
4855,Arrecife 250   (2004-2008),52,2006,2,5159
4856,Arrecife 500   (2002-2008),52,2006,2,3026
4857,Arrecife 500 Sprint   (2005-2006),52,2006,2,5322
4858,Arrecife 500 Sprint   (2006-2008),52,2006,2,5281
4859,ATLANTIC 125   (2006-2009),52,2006,2,4692
4860,ATLANTIC 250 i.e.   (2006-2010),52,2006,2,9848
4861,ATLANTIC 500 Sprint   (2006-2010),52,2006,2,10567
4862,Compay 125   (2001-2008),52,2006,2,4147
4863,Compay Custom   (2002-2008),52,2006,2,4328
4864,ETV 1000 Caponord   (2001-2009),52,2006,2,5531
4865,ETV Caponord Rally   (2003-2008),52,2006,2,1721
4866,FALCO 1000   (1999-2009),52,2006,2,5958
4867,Leonardo 150   (1998-2006),52,2006,2,10875
4868,Leonardo 250   (1999-2006),52,2006,2,10718
4869,Mojito  150 (2004-2009),52,2006,2,10207
4870,Moto 6.5   (1997-2008),52,2006,2,4714
4871,MX 50   (2001-2008),52,2006,2,8051
4872,Pegaso 650   (1997-2008),52,2006,2,4588
4873,Pegaso 650 ie   (2001-2008),52,2006,2,9750
4874,Pegaso 650 Tibet   (2003-2008),52,2006,2,5609
4875,RS 125   (2001-2007),52,2006,2,2598
4876,RS 250   (2001-2006),52,2006,2,7896
4877,RS 50   (1999-2007),52,2006,2,4964
4878,RS 50 Extrema   (1997-2006),52,2006,2,5116
4879,RST 1000 Futura   (2001-2006),52,2006,2,9119
4880,RSV 1000 R   (2004-2006),52,2006,2,9697
4881,RSV 1000 R   (2006-2010),52,2006,2,10555
4882,RSV 1000 R Factory   (2004-2007),52,2006,2,2919
4883,RSV Mille R   (2002-2008),52,2006,2,3092
4884,RSV Mille Tuono   (2003-2006),52,2006,2,5420
4885,RSV Mille Tuono Racing   (2003-2006),52,2006,2,2415
4886,RX 50   (1997-2007),52,2006,2,10993
4887,RXV 450   (2006-2010),52,2006,2,1508
4888,RXV 550   (2006-2010),52,2006,2,7020
4889,Scarabeo 100   (2000-2006),52,2006,2,9227
4890,Scarabeo 100 4T   (2001-2009),52,2006,2,7335
4891,Scarabeo 125   (1999-2008),52,2006,2,10534
4892,Scarabeo 200   (2001-2009),52,2006,2,3462
4893,Scarabeo 250   (2004-2008),52,2006,2,5951
4894,Scarabeo 50   (2005-2008),52,2006,2,9799
4895,Scarabeo 500   (2003-2008),52,2006,2,7938
4896,Scarabeo 500 GT ABS   (2006-2010),52,2006,2,2195
4897,Scarabeo 500 Light   (2006-2009),52,2006,2,7528
4898,Scarabeo 70   (1997-2008),52,2006,2,5018
4899,SL 1000 Falco   (2000-2006),52,2006,2,3522
4900,Sonic 50   (1998-2007),52,2006,2,7732
4901,Sonic 50 GP   (1998-2007),52,2006,2,10745
4902,Sportcity 125   (2004-2009),52,2006,2,9948
4903,Sportcity 200   (2004-2010),52,2006,2,8821
4904,Sportcity 250   (2000-2009),52,2006,2,9856
4905,Sportcity 250 i.e.   (2006),52,2006,2,2762
4906,Sportcity One 50   (2006-2007),52,2006,2,9504
4907,SR 50   (1997-2007),52,2006,2,6280
4908,SR 50 LC Netscaper   (1997-2006),52,2006,2,1802
4909,SR 50 LC Racing   (1997-2006),52,2006,2,8561
4910,SR 50 LC Stealth   (1997-2006),52,2006,2,9548
4911,SR 50 R   (2005-2009),52,2006,2,4335
4912,SR 50 R Factory   (2005-2010),52,2006,2,10800
4913,SXV 450   (2006),52,2006,2,4784
4914,SXV 550   (2006-2010),52,2006,2,9374
4915,Tuono 1000 R   (2004-2010),52,2006,2,8302
4916,Tuono 1000 R Factory   (2004-2010),52,2006,2,1914
4917,Tuono 125   (2003-2006),52,2006,2,1845
4918,Tuono 50   (2003-2006),52,2006,2,9886
4919,Arrecife 125   (2003-2008),52,2007,2,2603
4920,Arrecife 250   (2004-2008),52,2007,2,3880
4921,Arrecife 500   (2002-2008),52,2007,2,5336
4922,Arrecife 500 Sprint   (2006-2008),52,2007,2,7500
4923,ATLANTIC 125   (2006-2009),52,2007,2,4152
4924,ATLANTIC 250 i.e.   (2006-2010),52,2007,2,6200
4925,ATLANTIC 500 Sprint   (2006-2010),52,2007,2,1976
4926,Compay 125   (2001-2008),52,2007,2,6595
4927,Compay 125 Custom   (2007-2015),52,2007,2,8106
4928,Compay Custom   (2002-2008),52,2007,2,7245
4929,ETV 1000 Caponord   (2001-2009),52,2007,2,4405
4930,ETV Caponord Rally   (2003-2008),52,2007,2,10546
4931,FALCO 1000   (1999-2009),52,2007,2,9325
4932,Habana 50   (2007-2009),52,2007,2,4426
4933,Habana Retro   (2007-2009),52,2007,2,3999
4934,Mojito  150 (2004-2009),52,2007,2,2800
4935,Moto 6.5   (1997-2008),52,2007,2,2538
4936,MX 50   (2001-2008),52,2007,2,10678
4937,MXV 450   (2007-2009),52,2007,2,8049
4938,Pegaso 650   (1997-2008),52,2007,2,8435
4939,Pegaso 650 Factory   (2007-2010),52,2007,2,4398
4940,Pegaso 650 ie   (2001-2008),52,2007,2,4717
4941,Pegaso 650 Strada   (2007-2010),52,2007,2,9642
4942,Pegaso 650 Tibet   (2003-2008),52,2007,2,9041
4943,Pegaso 650 Trail   (2007-2010),52,2007,2,6782
4944,RS 125   (2001-2007),52,2007,2,10288
4945,RS 125   (2007-2009),52,2007,2,7265
4946,RS 125 Replica   (2007-2008),52,2007,2,6802
4947,RS 50   (1999-2007),52,2007,2,10729
4948,RS 50   (2007-2009),52,2007,2,10861
4949,RS 50 Replica   (2007-2010),52,2007,2,7994
4950,RSV 1000 R   (2006-2010),52,2007,2,9337
4951,RSV 1000 R Factory   (2004-2007),52,2007,2,8130
4952,RSV 1000 R Factory   (2007-2008),52,2007,2,7900
4953,RSV Mille R   (2002-2008),52,2007,2,4818
4954,RX 125   (2007-2011),52,2007,2,3185
4955,RX 50   (1997-2007),52,2007,2,4141
4956,RXV 450   (2006-2010),52,2007,2,9616
4957,RXV 550   (2006-2010),52,2007,2,7790
4958,Scarabeo 100 4T   (2001-2009),52,2007,2,9993
4959,Scarabeo 125   (1999-2008),52,2007,2,9191
4960,Scarabeo 200   (2001-2009),52,2007,2,8975
4961,Scarabeo 250   (2004-2008),52,2007,2,5633
4962,Scarabeo 300 S   (2007-2009),52,2007,2,9288
4963,Scarabeo 400   (2007-2010),52,2007,2,9415
4964,Scarabeo 50   (2005-2008),52,2007,2,7533
4965,Scarabeo 500   (2003-2008),52,2007,2,5885
4966,Scarabeo 500 GT ABS   (2006-2010),52,2007,2,6027
4967,Scarabeo 500 Light   (2006-2009),52,2007,2,3687
4968,Scarabeo 70   (1997-2008),52,2007,2,6433
4969,Shiver 750   (2007-2009),52,2007,2,10857
4970,Shiver 750 GT   (2007-2009),52,2007,2,9540
4971,Shiver 750 GT ABS   (2007-2009),52,2007,2,8408
4972,Sonic 50   (1998-2007),52,2007,2,10133
4973,Sonic 50 GP   (1998-2007),52,2007,2,9205
4974,Sonic 50 GP   (2007-2009),52,2007,2,6547
4975,Sonic 50 Replica   (2007-2010),52,2007,2,10030
4976,Sportcity 125   (2004-2009),52,2007,2,6732
4977,Sportcity 200   (2004-2010),52,2007,2,9420
4978,Sportcity 250   (2000-2009),52,2007,2,3509
4979,Sportcity 300 i.e.   (2007-2010),52,2007,2,2855
4980,Sportcity One 125   (2007-2009),52,2007,2,9305
4981,Sportcity One 50   (2006-2007),52,2007,2,9174
4982,Sportcity One 50 2T   (2007-2013),52,2007,2,5415
4983,Sportcity One 50 4T   (2007-2013),52,2007,2,9174
4984,SR 50   (1997-2007),52,2007,2,6536
4985,SR 50 R   (2005-2009),52,2007,2,10029
4986,SR 50 R Factory   (2005-2010),52,2007,2,8841
4987,SR 50 R Factory Replica   (2007-2010),52,2007,2,10757
4988,SX 125   (2007-2011),52,2007,2,5607
4989,SX 50   (2007-2011),52,2007,2,2907
4990,SXV 450   (2007-2010),52,2007,2,2696
4991,SXV 550   (2006-2010),52,2007,2,2243
4992,Tuono 1000 R   (2004-2010),52,2007,2,4782
4993,Tuono 1000 R Factory   (2004-2010),52,2007,2,6381
4994,Arrecife 125   (2003-2008),52,2008,2,4923
4995,Arrecife 250   (2004-2008),52,2008,2,4345
4996,Arrecife 500   (2002-2008),52,2008,2,2131
4997,Arrecife 500 Sprint   (2006-2008),52,2008,2,4277
4998,ATLANTIC 125   (2006-2009),52,2008,2,1612
4999,ATLANTIC 250 i.e.   (2006-2010),52,2008,2,10414
5000,ATLANTIC 500 Sprint   (2006-2010),52,2008,2,8881
5001,Compay 125   (2001-2008),52,2008,2,8045
5002,Compay 125 Custom   (2007-2015),52,2008,2,9328
5003,Compay 50 Custom   (2008-2015),52,2008,2,10285
5004,Compay Custom   (2002-2008),52,2008,2,3392
5005,ETV 1000 Caponord   (2001-2009),52,2008,2,3344
5006,ETV Caponord Rally   (2003-2008),52,2008,2,9119
5007,FALCO 1000   (1999-2009),52,2008,2,4876
5008,Habana 50   (2007-2009),52,2008,2,2258
5009,Habana Retro   (2007-2009),52,2008,2,5910
5010,Mana 850   (2008-2013),52,2008,2,10821
5011,Mana 850 ABS   (2008-2018),52,2008,2,10218
5012,Mojito  150 (2004-2009),52,2008,2,3650
5013,Moto 6.5   (1997-2008),52,2008,2,5043
5014,MX 50   (2001-2008),52,2008,2,9149
5015,MXV 450   (2007-2009),52,2008,2,3491
5016,Pegaso 650   (1997-2008),52,2008,2,2303
5017,Pegaso 650 Factory   (2007-2010),52,2008,2,9873
5018,Pegaso 650 ie   (2001-2008),52,2008,2,6308
5019,Pegaso 650 Strada   (2007-2010),52,2008,2,10768
5020,Pegaso 650 Tibet   (2003-2008),52,2008,2,10815
5021,Pegaso 650 Trail   (2007-2010),52,2008,2,9014
5022,RS 125   (2007-2009),52,2008,2,7671
5023,RS 125 Replica   (2007-2008),52,2008,2,9980
5024,RS 50   (2007-2009),52,2008,2,7264
5025,RS 50 Replica   (2007-2010),52,2008,2,4978
5026,RSV 1000 R   (2006-2010),52,2008,2,4530
5027,RSV 1000 R Factory   (2007-2008),52,2008,2,8413
5028,RSV Mille R   (2002-2008),52,2008,2,1549
5029,RX 125   (2007-2011),52,2008,2,3439
5030,RX 50   (2008-2011),52,2008,2,7399
5031,RXV 450   (2006-2010),52,2008,2,10623
5032,RXV 550   (2006-2010),52,2008,2,4448
5033,Scarabeo 100 4T   (2001-2009),52,2008,2,8060
5034,Scarabeo 125   (1999-2008),52,2008,2,10628
5035,Scarabeo 200   (2001-2009),52,2008,2,6986
5036,Scarabeo 250   (2004-2008),52,2008,2,5339
5037,Scarabeo 300 S   (2007-2009),52,2008,2,5348
5038,Scarabeo 400   (2007-2010),52,2008,2,2769
5039,Scarabeo 50   (2005-2008),52,2008,2,10970
5040,Scarabeo 500   (2003-2008),52,2008,2,8001
5041,Scarabeo 500 GT ABS   (2006-2010),52,2008,2,2125
5042,Scarabeo 500 Light   (2006-2009),52,2008,2,8865
5043,Scarabeo 70   (1997-2008),52,2008,2,6185
5044,Shiver 750   (2007-2009),52,2008,2,6786
5045,Shiver 750 ABS   (2008-2009),52,2008,2,1929
5046,Shiver 750 GT   (2007-2009),52,2008,2,4211
5047,Shiver 750 GT ABS   (2007-2009),52,2008,2,3094
5048,SMV 750 Dorsoduro   (2008-2009),52,2008,2,5881
5049,SMV 750 Dorsoduro ABS   (2008-2009),52,2008,2,4587
5050,Sonic 50 GP   (2007-2009),52,2008,2,5802
5051,Sonic 50 Replica   (2007-2010),52,2008,2,3713
5052,Sportcity 125   (2004-2009),52,2008,2,2465
5053,Sportcity 200   (2004-2010),52,2008,2,6550
5054,Sportcity 250   (2000-2009),52,2008,2,8773
5055,Sportcity 300 i.e.   (2007-2010),52,2008,2,1759
5056,Sportcity Cube 125   (2008-2012),52,2008,2,7464
5057,Sportcity One 125   (2007-2009),52,2008,2,7292
5058,Sportcity One 50 2T   (2007-2013),52,2008,2,7624
5059,Sportcity One 50 4T   (2007-2013),52,2008,2,9578
5060,SR 50 R   (2005-2009),52,2008,2,5144
5061,SR 50 R Factory   (2005-2010),52,2008,2,9410
5062,SR 50 R Factory Replica   (2007-2010),52,2008,2,7257
5063,SX 125   (2007-2011),52,2008,2,1751
5064,SX 50   (2007-2011),52,2008,2,3085
5065,SXV 450   (2007-2010),52,2008,2,5718
5066,SXV 550   (2006-2010),52,2008,2,10039
5067,Tuono 1000 R   (2004-2010),52,2008,2,10697
5068,Tuono 1000 R Factory   (2004-2010),52,2008,2,10767
5069,ATLANTIC 125   (2006-2009),52,2009,2,9947
5070,ATLANTIC 250 i.e.   (2006-2010),52,2009,2,5282
5071,ATLANTIC 500 Sprint   (2006-2010),52,2009,2,9329
5072,Compay 125 Custom   (2007-2015),52,2009,2,9073
5073,Compay 50 Custom   (2008-2015),52,2009,2,7152
5074,ETV 1000 Caponord   (2001-2009),52,2009,2,2791
5075,FALCO 1000   (1999-2009),52,2009,2,3707
5076,Habana 50   (2007-2009),52,2009,2,10948
5077,Habana Retro   (2007-2009),52,2009,2,8472
5078,Mana 850   (2008-2013),52,2009,2,7500
5079,Mana 850 ABS   (2008-2018),52,2009,2,10422
5080,Mana 850 GT   (2009-2010),52,2009,2,4170
5081,Mana 850 GT ABS   (2009-2015),52,2009,2,7701
5082,Mojito  150 (2004-2009),52,2009,2,3763
5083,MXV 450   (2007-2009),52,2009,2,6831
5084,Pegaso 650 Factory   (2007-2010),52,2009,2,7857
5085,Pegaso 650 Strada   (2007-2010),52,2009,2,4808
5086,Pegaso 650 Trail   (2007-2010),52,2009,2,8700
5087,RS 125   (2007-2009),52,2009,2,6310
5088,RS 125 Replica   (2009-2010),52,2009,2,4496
5089,RS 50   (2007-2009),52,2009,2,9484
5090,RS 50 Replica   (2007-2010),52,2009,2,2500
5091,RSV 1000 R   (2006-2010),52,2009,2,4231
5092,RSV 1000 R Factory   (2009-2010),52,2009,2,1678
5093,RSV 4 Factory   (2009-2012),52,2009,2,8605
5094,RSV 4 R   (2009-2012),52,2009,2,5523
5095,RSV 4 SBK   (2009-2013),52,2009,2,10000
5096,RX 125   (2007-2011),52,2009,2,7460
5097,RX 50   (2008-2011),52,2009,2,3037
5098,RXV 450   (2006-2010),52,2009,2,8122
5099,RXV 550   (2006-2010),52,2009,2,2121
5100,Scarabeo 100 4T   (2001-2009),52,2009,2,6908
5101,Scarabeo 125 ie   (2009-2012),52,2009,2,8950
5102,Scarabeo 200   (2001-2009),52,2009,2,2253
5103,Scarabeo 250 LIGTH   (2009-2010),52,2009,2,8474
5104,Scarabeo 300 S   (2007-2009),52,2009,2,7785
5105,Scarabeo 400   (2007-2010),52,2009,2,7493
5106,Scarabeo 50 2T   (2009-2012),52,2009,2,3174
5107,Scarabeo 50 4T 4V   (2009-2012),52,2009,2,5791
5108,Scarabeo 500 GT ABS   (2006-2010),52,2009,2,8550
5109,Scarabeo 500 ie   (2009-2012),52,2009,2,7863
5110,Scarabeo 500 Light   (2006-2009),52,2009,2,9381
5111,Shiver 750   (2007-2009),52,2009,2,5811
5112,Shiver 750 ABS   (2008-2009),52,2009,2,3047
5113,Shiver 750 GT   (2007-2009),52,2009,2,10929
5114,Shiver 750 GT   (2009-2015),52,2009,2,3831
5115,Shiver 750 GT ABS   (2007-2009),52,2009,2,5390
5116,Shiver 750 GT ABS   (2009-2015),52,2009,2,10293
5117,SMV 750 Dorsoduro   (2008-2009),52,2009,2,4303
5118,SMV 750 Dorsoduro ABS   (2008-2009),52,2009,2,10545
5119,Sonic 50 GP   (2007-2009),52,2009,2,8971
5120,Sonic 50 Replica   (2007-2010),52,2009,2,1814
5121,Sportcity 125   (2004-2009),52,2009,2,1871
5122,Sportcity 200   (2004-2010),52,2009,2,3137
5123,Sportcity 250   (2000-2009),52,2009,2,7065
5124,Sportcity 300 i.e.   (2007-2010),52,2009,2,4051
5125,Sportcity Cube 125   (2008-2012),52,2009,2,10870
5126,Sportcity One 125   (2007-2009),52,2009,2,10972
5127,Sportcity One 50 2T   (2007-2013),52,2009,2,9247
5128,Sportcity One 50 4T   (2007-2013),52,2009,2,2214
5129,SR 50 R   (2005-2009),52,2009,2,4870
5130,SR 50 R Factory   (2005-2010),52,2009,2,9093
5131,SR 50 R Factory Replica   (2007-2010),52,2009,2,2555
5132,SX 125   (2007-2011),52,2009,2,10220
5133,SX 50   (2007-2011),52,2009,2,6038
5134,SXV 450   (2007-2010),52,2009,2,8596
5135,SXV 550   (2006-2010),52,2009,2,1956
5136,Tuono 1000 R   (2004-2010),52,2009,2,7400
5137,Tuono 1000 R Factory   (2004-2010),52,2009,2,2261
5138,ATLANTIC 125   (2010-2018),52,2010,2,1861
5139,ATLANTIC 250 i.e.   (2006-2010),52,2010,2,9452
5140,ATLANTIC 300   (2010-2015),52,2010,2,8757
5141,ATLANTIC 500 Sprint   (2006-2010),52,2010,2,6408
5142,Compay 125 Custom   (2007-2015),52,2010,2,7327
5143,Compay 50 Custom   (2008-2015),52,2010,2,8042
5144,Dorsoduro 750   (2010-2015),52,2010,2,7071
5145,Mana 850   (2008-2013),52,2010,2,2237
5146,Mana 850 ABS   (2008-2018),52,2010,2,10695
5147,Mana 850 GT   (2009-2010),52,2010,2,5195
5148,Mana 850 GT ABS   (2009-2015),52,2010,2,8662
5149,MXV 450   (2010-2013),52,2010,2,8166
5150,Pegaso 650 Factory   (2007-2010),52,2010,2,3692
5151,Pegaso 650 Strada   (2007-2010),52,2010,2,8687
5152,Pegaso 650 Trail   (2007-2010),52,2010,2,3364
5153,RS 125 2T   (2010-2013),52,2010,2,8154
5154,RS 125 Replica   (2009-2010),52,2010,2,7913
5155,RS 50   (2010-2013),52,2010,2,2793
5156,RS 50 Replica   (2007-2010),52,2010,2,6149
5157,RSV 1000 R   (2006-2010),52,2010,2,9745
5158,RSV 1000 R Factory   (2009-2010),52,2010,2,2573
5159,RSV 4 Biaggi Replica   (2010-2012),52,2010,2,10415
5160,RSV 4 Factory   (2009-2012),52,2010,2,6056
5161,RSV 4 Factory APRC   (2010-2015),52,2010,2,3597
5162,RSV 4 R   (2009-2012),52,2010,2,5267
5163,RSV 4 R APRC   (2010-2015),52,2010,2,3492
5164,RSV 4 SBK   (2009-2013),52,2010,2,2718
5165,RX 125   (2007-2011),52,2010,2,6949
5166,RX 50   (2008-2011),52,2010,2,3756
5167,RXV 450   (2006-2010),52,2010,2,2504
5168,RXV 550   (2006-2010),52,2010,2,7630
5169,Scarabeo 125 ie   (2009-2012),52,2010,2,9632
5170,Scarabeo 250 LIGTH   (2009-2010),52,2010,2,4991
5171,Scarabeo 300 S   (2010-2012),52,2010,2,10887
5172,Scarabeo 400   (2007-2010),52,2010,2,7039
5173,Scarabeo 50 2T   (2009-2012),52,2010,2,1679
5174,Scarabeo 50 4T 4V   (2009-2012),52,2010,2,4719
5175,Scarabeo 500 GT ABS   (2006-2010),52,2010,2,3710
5176,Scarabeo 500 ie   (2009-2012),52,2010,2,7393
5177,Shiver 750   (2010-2015),52,2010,2,3841
5178,Shiver 750 ABS   (2010-2016),52,2010,2,1564
5179,Shiver 750 GT   (2009-2015),52,2010,2,1991
5180,Shiver 750 GT ABS   (2009-2015),52,2010,2,7453
5181,SMV 750 Dorsoduro ABS   (2010-2013),52,2010,2,1809
5182,SMV 750 Dorsoduro Factory   (2010-2013),52,2010,2,6296
5183,SMV 750 Dorsoduro Factory ABS   (2010-2013),52,2010,2,2000
5184,Sonic 50 GP   (2010-2013),52,2010,2,4885
5185,Sonic 50 Replica   (2007-2010),52,2010,2,3262
5186,Sportcity 200   (2004-2010),52,2010,2,8380
5187,Sportcity 300 i.e.   (2007-2010),52,2010,2,5965
5188,Sportcity Cube 125   (2008-2012),52,2010,2,9041
5189,Sportcity CUBE 300 ie   (2010-2012),52,2010,2,7196
5190,Sportcity One 125   (2010-2013),52,2010,2,5268
5191,Sportcity One 50 2T   (2007-2013),52,2010,2,3020
5192,Sportcity One 50 4T   (2007-2013),52,2010,2,10922
5193,SR 50 R   (2010-2016),52,2010,2,5112
5194,SR 50 R  Replica SBK (2010-2016),52,2010,2,7994
5195,SR 50 R Factory   (2005-2010),52,2010,2,5529
5196,SR 50 R Factory Replica   (2007-2010),52,2010,2,10100
5197,SR 50 R Factory Replica SBK   (2010-2013),52,2010,2,8804
5198,SR 50 R Replica SBK   (2010-2013),52,2010,2,1903
5199,SX 125   (2007-2011),52,2010,2,5560
5200,SX 50   (2007-2011),52,2010,2,7162
5201,SXV 450   (2007-2010),52,2010,2,1771
5202,SXV 550   (2006-2010),52,2010,2,4461
5203,Tuono 1000 R   (2004-2010),52,2010,2,7124
5204,Tuono 1000 R Factory   (2004-2010),52,2010,2,7458
5205,ATLANTIC 125   (2010-2018),52,2011,2,8000
5206,ATLANTIC 300   (2010-2015),52,2011,2,8049
5207,Compay 125 Custom   (2007-2015),52,2011,2,6652
5208,Compay 50 Custom   (2008-2015),52,2011,2,1616
5209,Dorsoduro 750   (2010-2015),52,2011,2,1877
5210,Mana 850   (2008-2013),52,2011,2,3510
5211,Mana 850 ABS   (2008-2018),52,2011,2,5538
5212,Mana 850 GT ABS   (2009-2015),52,2011,2,8431
5213,MXV 450   (2010-2013),52,2011,2,10111
5214,RS 125 2T   (2010-2013),52,2011,2,7612
5215,RS 125 Replica   (2011-2013),52,2011,2,3314
5216,RS 4 50   (2011-2016),52,2011,2,4088
5217,RS 50   (2010-2013),52,2011,2,9067
5218,RS 50 Replica   (2011-2013),52,2011,2,5351
5219,RS4 125   (2011-2016),52,2011,2,5637
5220,RSV 4 Biaggi Replica   (2010-2012),52,2011,2,7288
5221,RSV 4 Factory   (2009-2012),52,2011,2,3036
5222,RSV 4 Factory APRC   (2010-2015),52,2011,2,5033
5223,RSV 4 Factory APRC SE   (2011-2013),52,2011,2,10178
5224,RSV 4 R   (2009-2012),52,2011,2,2975
5225,RSV 4 R APRC   (2010-2015),52,2011,2,5869
5226,RSV 4 SBK   (2009-2013),52,2011,2,6345
5227,RX 125   (2007-2011),52,2011,2,9796
5228,RX 50   (2008-2011),52,2011,2,3417
5229,RXV 450   (2011-2013),52,2011,2,2841
5230,RXV 550   (2011-2013),52,2011,2,5330
5231,Scarabeo 125 ie   (2009-2012),52,2011,2,10446
5232,Scarabeo 300 S   (2010-2012),52,2011,2,8439
5233,Scarabeo 50 2T   (2009-2012),52,2011,2,10509
5234,Scarabeo 50 4T 4V   (2009-2012),52,2011,2,6571
5235,Scarabeo 500 ie   (2009-2012),52,2011,2,8396
5236,Shiver 750   (2010-2015),52,2011,2,7434
5237,Shiver 750 ABS   (2010-2016),52,2011,2,1517
5238,Shiver 750 GT   (2009-2015),52,2011,2,8271
5239,Shiver 750 GT ABS   (2009-2015),52,2011,2,5200
5240,SMV 1200 Dorsoduro   (2011-2013),52,2011,2,2855
5241,SMV 1200 Dorsoduro ABS TCS   (2011-2013),52,2011,2,10002
5242,SMV 750 Dorsoduro ABS   (2010-2013),52,2011,2,5939
5243,SMV 750 Dorsoduro Factory   (2010-2013),52,2011,2,9098
5244,SMV 750 Dorsoduro Factory ABS   (2010-2013),52,2011,2,8741
5245,Sonic 50 GP   (2010-2013),52,2011,2,8874
5246,Sportcity Cube 125   (2008-2012),52,2011,2,4912
5247,Sportcity CUBE 300 ie   (2010-2012),52,2011,2,1648
5248,Sportcity One 125   (2010-2013),52,2011,2,5978
5249,Sportcity One 50 2T   (2007-2013),52,2011,2,2204
5250,Sportcity One 50 4T   (2007-2013),52,2011,2,8546
5251,SR 50 R   (2010-2016),52,2011,2,8641
5252,SR 50 R  Replica SBK (2010-2016),52,2011,2,6608
5253,SR 50 R Factory   (2011-2013),52,2011,2,10832
5254,SR 50 R Factory Replica SBK   (2010-2013),52,2011,2,2465
5255,SR 50 R Replica SBK   (2010-2013),52,2011,2,5291
5256,SR Max 125   (2011-2016),52,2011,2,3665
5257,SR Max 300   (2011-2016),52,2011,2,1726
5258,SX 125   (2007-2011),52,2011,2,10303
5259,SX 50   (2007-2011),52,2011,2,4677
5260,SXV 450   (2011-2013),52,2011,2,9040
5261,SXV 550   (2011-2013),52,2011,2,4784
5262,Tuono V4 R   (2011-2013),52,2011,2,7327
5263,Tuono V4 R APRC   (2011-2016),52,2011,2,8905
5264,ATLANTIC 125   (2010-2018),52,2012,2,10461
5265,ATLANTIC 300   (2010-2015),52,2012,2,9510
5266,Compay 125 Custom   (2007-2015),52,2012,2,8609
5267,Compay 50 Custom   (2008-2015),52,2012,2,8993
